Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,0.09,0.03,0,0,0.12,45,14,7.3,4,369 Interactive,M,
Samurai Shodown III,NG,1995,Fighting,SNK,0,0,0.08,0,0.08,,,,,,,
Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,0.42,64,19,3.1,157,Frontier Developments,T,
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1,0,1,,,,,,,
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,73,42,7.1,34,Traveller's Tales,E10+,
Wordmaster,DS,2008,Strategy,Zoo Digital Publishing,0.09,0,0,0.01,0.09,57,5,,,Sarbakan Inc.,E,
The Elder Scrolls V: Skyrim,PS4,2016,Role-Playing,Bethesda Softworks,0.48,0.59,0.04,0.21,1.33,,,,,,,
Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,1.05,0.36,0,0.15,1.56,,,,,,,
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.21,0.46,0,0.08,0.75,62,24,7.6,14,Ubisoft,E10+,
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73,27,8.4,18,Gaijin Entertainment,T,
Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,0.03,0.02,0,0,0.05,,,,,,,
Shining Hearts,PSP,2010,Role-Playing,Sega,0,0,0.2,0,0.2,,,,,,,
Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0,0,0,0.05,75,10,,,Digital Eclipse,E,
Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0,0,0.08,70,11,8.9,20,Omega Force,T,
Tales of Phantasia,PS,1998,Role-Playing,Namco Bandai Games,0,0,0.54,0.04,0.58,,,,,,,
Medieval Games,Wii,2009,Action,Vir2L Studios,0.14,0.01,0,0.01,0.16,,,5.9,13,N-Fusion Interactive Entertainment Corp.,E10+,
Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,,,,,,,
Monster Hunter Frontier Online,PS3,N/A,Role-Playing,N/A,0,0,0.05,0,0.05,,,,,,,
Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78,86,8.9,513,Guerilla Cambridge,M,
Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision,0.13,0.2,0,0.04,0.37,70,30,6.3,7,Activision,E10+,
SingStar: Made In Germany,PS3,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.02,0.08,,,,,,,
Doshin the Giant,GC,2002,Simulation,Nintendo,0,0,0.14,0,0.14,,,,,,,
NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0,0,0.12,69,26,7.1,9,EA Tiburon,E,
Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,0.02,0,0,0.02,73,19,6.9,171,Kaos Studios,T,
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.33,0.18,0.12,0.85,71,32,7.2,51,"Dimps Corporation, Namco Bandai Games",T,
Junior Brain Trainer,DS,2008,Misc,GSP,0.23,0.71,0,0.09,1.03,,,,,Avanquest Software,E,
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.1,0,0.04,0.23,73,36,5.2,17,EA Sports,E,
Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.03,0,0,0,0.04,,,,,Skyworks Technologies,E,
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,
NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.1,0,0.05,0.66,83,44,6.6,86,Electronic Arts,E10+,
NBA Live 2003,GC,N/A,Sports,Electronic Arts,0.23,0.06,0,0.01,0.3,82,11,8.2,5,EA Canada,E,
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,Sega,0,0,0.2,0,0.2,,,,,,,
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.04,0.02,0.09,0.02,0.18,71,4,7.4,34,Marvelous Inc.,M,
Wizardry XTH: Unlimited Students,PS2,2006,Role-Playing,Michaelsoft,0,0,0.01,0,0.01,,,,,,,
Guitar Hero 5,Wii,2009,Misc,Activision,0.92,0.48,0,0.15,1.55,89,25,6.9,49,Vicarious Visions,T,
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91,29,9.3,198,Camelot Software Planning,E,
Return Fire,PS,1996,Strategy,Time Warner Interactive,0.05,0.03,0,0.01,0.09,,,,,,,
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,CyberFront,0,0,0.01,0,0.01,,,,,,,
Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,,
Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,,
Samurai Shodown II,NG,1994,Fighting,SNK,0,0,0.25,0,0.25,,,,,,,
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0,0.02,0.21,74,14,5.9,544,Ubisoft Quebec,M,
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1,75,21,8.9,23,"Monolith Soft, Namco Bandai Games",T,
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.09,0,0.03,0.17,72,20,6,29,Bugbear,T,
Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0,0.02,0.22,69,11,,,Fall Line Studio,E,
Platypus,PSP,2006,Shooter,Funsta,0.02,0,0,0,0.02,59,14,,,Squashy Software,E,
Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,0,0.02,0,0,0.02,,,,,,,
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0,0,0.03,48,9,4.2,5,Magic Pockets,E,
NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0,0,0.01,0.1,66,13,5.3,6,Exient Entertainment,E,
Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,LucasArts,0.17,0.01,0,0.08,0.25,,,8.3,9,"LucasArts, Krome Studios",T,
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0,0.01,0.09,71,36,9,25,Deadline Games,M,
Super Robot Taisen XO,X360,2006,Strategy,Banpresto,0,0,0.01,0,0.01,,,,,,,
StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0,0,0.15,0.01,0.16,,,,,,,
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,64,62,5.9,104,EA Vancouver,T,
Culdcept,3DS,2012,Misc,Nintendo,0,0,0.16,0,0.16,,,,,,,
Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,Sega AM2,T,
Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.05,0.01,0,0,0.06,47,4,,,Crave,E,
Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0,0,0.05,0.68,69,7,6.8,5,Rainbow Studios,E,
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,76,48,7.4,41,Eidos Interactive,T,
Game & Watch Gallery,GB,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,1,,,,,,,
Global Defence Force,PS2,2005,Shooter,Essential Games,0,0,0.17,0,0.17,,,,,,,
Mortal Kombat Kollection,PS2,2008,Fighting,Midway Games,0.04,0.03,0,0.01,0.08,,,,,Midway,M,
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0,0.02,0.17,78,23,8.8,431,Pandemic Studios,T,
Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,,
Karate,2600,N/A,Fighting,Ultravision,0.44,0.03,0,0,0.47,,,,,,,
Skylanders SWAP Force,Wii,2013,Platform,Activision,1.21,0.75,0,0.19,2.15,,,6.6,5,Beenox,E10+,
Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0,0,0.06,66,6,,,BudCat,E,
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,75,42,7.4,28,h.a.n.d. Inc.,E,
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0,0,0.04,0,0.04,,,,,,,
Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0,0,0.07,,,,,Global Star Software,E,
V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06,82,10,7.4,14,Eden Studios,E,
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010,Adventure,5pb,0,0,0.07,0,0.07,,,,,,,
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,Ubisoft Montreal,M,
Winning Post 7: Maximum 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,
Flushed Away,GC,2006,Platform,D3Publisher,0.12,0.03,0,0,0.16,47,4,,,Monkey Bar Games,E,
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28,46,23,4.7,10,Paradox Development,M,
Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,0.13,,,,,,,
World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,,
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91,26,9.1,38,KCET,E,
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,25,7.7,65,EA Sports,E,
Grease,Wii,2010,Misc,505 Games,0.26,0.24,0,0.05,0.55,,,,,,,
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0,2.02,62,34,8.1,97,ChunSoft,E,
Storybook Workshop,Wii,2009,Misc,Konami Digital Entertainment,0.06,0,0,0.01,0.07,,,,,Konami,E,
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08,74,10,6.7,6,Left Field Productions,T,
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,82,68,7.5,120,Raven Software,T,
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0,0,0.01,0.19,82,6,8.6,37,Visual Concepts,E,
Donkey Kong,NES,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,,,,,,,
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,72,34,8.1,43,Blue Fang Games,E,
Winning Post 2,SNES,1995,Sports,Tecmo Koei,0,0,0.3,0,0.3,,,,,,,
Raw Danger!,PS2,2006,Action,505 Games,0.02,0.01,0,0,0.03,,,,,,,
The Darkness II,PS3,2012,Shooter,Take-Two Interactive,0.14,0.13,0,0.05,0.32,79,28,7.6,127,Digital Extremes,M,
Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,0,0,0.56,0,0.56,,,,,,,
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.25,0.05,0,0.03,0.32,50,8,5.2,16,n-Space,T,
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,,,,,,,
The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,0.12,0.01,0,0.27,0.4,,,7.1,25,Etranges Libellules,E10+,
Super Mario Land 2: 6 Golden Coins,GB,1992,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18,,,,,,,
Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0,0.16,0.93,70,26,5.5,4,SCEE London Studio,T,
Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,0.21,0.02,0,0.02,0.25,,,6.3,4,Virtuos,E,
Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0,0,0.02,0,0.02,,,,,,,
Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,0.29,0,0,0.02,0.32,,,,,Electronic Arts,E,
Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0,0,0.02,0.25,74,19,4.7,7,Kush Games,E,
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19,51,28,3.1,25,Pivotal Games,M,
DJ Hero 2,Wii,2010,Misc,Activision,0.48,0.09,0,0.04,0.62,88,20,7.5,17,FreeStyleGames,T,
The Amazing Spider-Man (Console Version),WiiU,2013,Action,Activision,0.05,0.03,0,0.01,0.09,,,,,,,
Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,,,,,,,
Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.04,0.34,80,82,2.1,6157,Relic,M,
Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.1,0.02,0,0,0.12,,,,,,,
Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,0,0,0.06,0,0.06,,,,,,,
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0,0,0.04,74,11,8.8,6,SystemSoft,E,
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.49,0.02,0,0.04,0.55,47,4,7,5,High Voltage Software,E,
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,0.05,0.04,0,0.01,0.1,24,12,4.1,27,Midway,T,
Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0,0,0.14,,,,,,,
Mahjong Fight Club,PSP,2004,Misc,Konami Digital Entertainment,0,0,0.17,0,0.17,,,,,,,
Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,0.36,0,0,0.03,0.39,,,,,,,
Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0,0,0.04,0,0.04,,,,,,,
Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02,,,,,The Code Monkeys,E,
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,55,57,5.5,31,Sega,E,
Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0,0.07,0.24,57,28,7.9,18,Sumo Digital,M,
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,,,,,Square Enix,T,
Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,0,0,0.1,0,0.1,,,,,,,
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009,Shooter,Activision,0.25,0.01,0,0.22,0.49,,,,,,,
Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0,0.06,0.35,,,,,,,
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,0.07,0.01,0,0.01,0.08,,,,,,,
Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,Adventure,Nintendo,0.18,0.16,0.03,0.04,0.42,,,,,,,
Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0,0,0.02,0.32,,,,,Smack Down Productions,E,
Winning Post 8 2016,PSV,2016,Simulation,Tecmo Koei,0,0,0.01,0,0.01,,,,,,,
Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0,0,0.31,0,0.31,,,,,,,
Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0,0,0.1,,,,,,,
Ford Mustang: The Legend Lives,XB,2005,Racing,Take-Two Interactive,0.07,0.02,0,0,0.09,55,13,,,Eutechnyx,E,
SingStar Take That,PS2,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.39,0.45,,,,,,,
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0,0,0.03,46,11,,,Raylight Studios,E,
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0,0,0.1,,,,,,,
Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,90,82,8.8,1305,Ubisoft Montreal,M,
Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04,,,,,,,
Solitaire Overload Plus,DS,2010,Misc,Telegames,0.15,0,0,0.01,0.16,,,,,Telegames,E,
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13,,,,,Harmonix Music Systems,T,
Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26,70,17,5.8,16,Ubisoft Montreal,T,
Gears of War,PC,2007,Shooter,Microsoft Game Studios,0,0.01,0,0,0.02,87,36,7.8,567,Epic Games,M,
The Dukes of Hazzard II: Daisy Dukes It Out,PS,N/A,Racing,Unknown,0.17,0.11,0,0.02,0.3,53,5,,,Sinister Games,E,
Lost Heroes,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.09,0,0.09,,,,,,,
Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03,,,,,,,
Dr. Mario,GB,1989,Puzzle,Nintendo,2.18,0.96,2,0.2,5.34,,,,,,,
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79,,,,,,,
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35,,,,,,,
MySims Party,Wii,2009,Simulation,Electronic Arts,0.17,0.02,0,0.02,0.21,56,16,,,EA Games,E,
No Man's Sky,PS4,2016,Action,Hello Games,0.63,0.76,0.03,0.27,1.7,71,94,4.5,5096,Hello Games,T,
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57,33,7.4,30,Spike,T,
"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,Strategy,THQ,0,0.02,0,0,0.02,,,,,,,
Whac-A-Mole,DS,2005,Puzzle,Zoo Digital Publishing,0.07,0,0,0.01,0.08,,,5.4,7,DC Studios,E,
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0,0,0,0.03,,,,,Various,T,
The Bachelor: The Videogame,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.07,0,0,0.01,0.08,,,,,Ludia Inc.,T,
Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0,0,0.55,0,0.55,,,,,,,
MLB SlugFest 2006,XB,2006,Sports,Midway Games,0.04,0.01,0,0,0.05,59,15,,,Blue Shift,E10+,
Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,,,,,,,
Total War: Shogun 2,PC,2011,Strategy,Sega,0.19,0.31,0,0.09,0.6,90,62,8.3,1180,Creative Assembly,T,
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,,,,,,,
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0,0,0.05,0,0.05,,,,,,,
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0,0.01,0.32,65,9,,,Konami,E,
Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13,,,,,,,
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.11,0,0.11,,,,,,,
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.18,0.08,0,0.02,0.28,61,70,4.8,80,Lionhead Studios,T,
Arcade Zone,Wii,2009,Misc,Activision,0.14,0,0,0.01,0.15,,,,,Activision,E,
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0,0,0.13,0.01,0.14,,,,,,,
The Golf Club,XOne,2014,Sports,Unknown,0.03,0,0,0,0.03,64,15,5.4,59,HB Studios Multimedia,E,
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83,33,7.1,47,Nippon Ichi Software,T,
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0,0,0.03,0,0.03,,,,,,,
UK Truck Simulator,PC,2010,Simulation,N/A,0,0.03,0,0,0.03,,,,,,,
The Dukes of Hazzard: Racing for Home,PS,1999,Racing,Ubisoft,0.99,0.16,0,0.04,1.19,,,,,,,
Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0,0,0,0.05,,,,,,,
McFarlane's Evil Prophecy,PS2,N/A,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,34,28,3.2,5,Konami,M,
Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29,84,46,8.9,27,Midway,M,
The Mummy,GBA,2002,Action,Ubisoft,0.01,0,0,0,0.02,72,6,,,Ubisoft Milan,E,
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0,0.03,1.83,,,,,,,
Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.13,0,0.05,0.28,,,6.4,18,Rebellion,M,
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22,51,11,5.9,14,EA Sports,E,
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0,0.06,,,,,,,
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,0.43,,,,,,,
Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,64,17,7.9,31,Arika,T,
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,0.68,0.38,0,0.05,1.11,94,70,9,160,Ubisoft Montreal,M,
The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.44,0.63,0,0.14,1.2,73,19,8.2,10,Maxis,T,
Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,0.12,0.03,0,0.01,0.16,,,,,,,
The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,1.02,0.38,0,0.06,1.46,,,,,WayForward,E,
Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0,0.01,0.16,82,52,7.4,965,Carbine Studios,T,
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71,24,7.9,47,Team Fusion,T,
Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0,0,0,0.06,,,,,Firehazard Studio,E,
Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,0.04,66,5,7.3,43,Sega,E,
Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,0.16,0.13,0,0.04,0.33,59,15,6.7,6,Acclaim,T,
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,75,32,8.1,47,Gust,,
Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0,0.32,,,,,,,
LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,0.39,0.24,0,0.06,0.69,,,8,4,TT Games,E10+,
Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25,81,22,8.5,8,Aki Corp.,T,
Mega Man X4,SAT,1997,Action,Capcom,0,0,0.07,0,0.07,,,,,,,
Gundam Breaker,PS3,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26,,,,,,,
Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0,0.03,0.44,,,,,,,
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,79,10,7.3,6,Mass Media,E,
Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.21,0,0.04,0.43,,,,,,,
Major League Baseball 2K7,PS2,2007,Sports,Spike,0.29,0.23,0,0.08,0.6,71,5,,,Kush Games,E,
ESPN MLS ExtraTime 2002,GC,2002,Sports,Konami Digital Entertainment,0.02,0,0,0,0.02,68,6,,,KCEA,E,
The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0,0,0.23,0,0.23,,,,,,,
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0,0,0.02,,,7,5,Infinity Ward,M,
Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.46,0.17,0,0.07,0.69,75,18,5.8,175,Ghost Games,E10+,
EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0,0.09,0.27,57,19,,,SCEE London Studio,E,
The Sims 2,GC,2005,Simulation,Electronic Arts,0.26,0.07,0,0.01,0.33,73,22,8.3,8,Maxis,T,
Tomb Raider (2013),PC,N/A,Action,Square Enix,0.06,0.25,0,0.04,0.35,86,18,8.5,3552,"Crystal Dynamics, Nixxes Software",M,
McDROID,PSP,2011,Strategy,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0,0.09,2.67,,,,,,,
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01,,,,,,,
World Series of Poker,PSP,2005,Misc,Activision,0.19,0,0,0.02,0.21,37,6,6.4,20,Activision,E10+,
Mario Party DS,DS,2007,Misc,Nintendo,4.4,1.85,1.98,0.68,8.91,72,27,7.8,85,Hudson Soft,E,
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,Misc,Sega,0,0,0.08,0,0.08,,,,,,,
Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0,0,0.11,37,29,4.7,13,Genuine Games,M,
Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,68,37,8,5,BottleRocket Entertainment,M,
Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Action,Konami Digital Entertainment,0.15,0,0.03,0.01,0.19,,,,,,,
MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,
Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,,
